"region","type","ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Casa Grande Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Casa Grande Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Casa Grande Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Gila Polychrome","Roosevelt Red Ware"
"Tonto Basin","Gila Polychrome","Roosevelt Red Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Little Colorado White Ware, Undifferentiated","Little Colorado White Ware"
"Tonto Basin","Little Colorado White Ware, Undifferentiated","Little Colorado White Ware"
"Tonto Basin","Little Colorado White Ware, Undifferentiated","Little Colorado White Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinto Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Puerco Black-on-white","Cibola White Ware"
"Tonto Basin","Puerco Black-on-white","Cibola White Ware"
"Tonto Basin","Reserve Black-on-white","Cibola White Ware"
"Tonto Basin","Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Santa Cruz Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","Tanque Verde Red-on-brown","Tucson Basin Brown Ware"
"Tonto Basin","Tanque Verde Red-on-brown","Tucson Basin Brown Ware"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Walnut Black-on-white","Little Colorado White Ware"
"Tonto Basin","Walnut Black-on-white","Little Colorado White Ware"
"Tonto Basin","Wingate Black-on-red","Early White Mountain Red Ware"
"Tonto Basin","Holbrook B Black-on-white","Little Colorado White Ware"
"Tonto Basin","Holbrook B Black-on-white","Little Colorado White Ware"
"Tonto Basin","Holbrook B Black-on-white","Little Colorado White Ware"
"Central Arizona Highlands","Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Gila Polychrome","Roosevelt Red Ware"
"Central Arizona Highlands","Pinto Black-on-red","Roosevelt Red Ware"
"Central Arizona Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Central Arizona Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Central Arizona Highlands","Salado Red","Salado Series"
"Central Arizona Highlands","Salado White-on-red","Salado Series"
"Central Arizona Highlands","Cedar Creek Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Pinedale Black-on-red","Late White Mountain Red Ware"
"Central Arizona Highlands","Pinto Polychrome","Roosevelt Red Ware"
"Central Arizona Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Central Arizona Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Central Arizona Highlands","Salado Red","Salado Series"
"Central Arizona Highlands","Salado White-on-red","Salado Series"
"Central Arizona Highlands","Cedar Creek Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Central Arizona Highlands","Fourmile Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Gila/Tonto Polychrome","Roosevelt Red Ware"
"Central Arizona Highlands","Gila Polychrome","Roosevelt Red Ware"
"Central Arizona Highlands","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Central Arizona Highlands","Pinedale Black-on-white","Cibola White Ware"
"Central Arizona Highlands","Pinedale Polychrome","Late White Mountain Red Ware"
"Central Arizona Highlands","Pinto Polychrome","Roosevelt Red Ware"
"Central Arizona Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Central Arizona Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Central Arizona Highlands","Salado Red","Salado Series"
"Central Arizona Highlands","Salado White-on-red","Salado Series"
"Central Arizona Highlands","San Carlos Red-on-brown","San Carlos Brown Ware"
"Central Arizona Highlands","Showlow Black-on-red","Puerco Valley Red Ware"
"Central Arizona Highlands","St. Johns Black-on-red","Early White Mountain Red Ware"
"Central Arizona Highlands","Tonto Polychrome","Roosevelt Red Ware"
"Central Arizona Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Central Arizona Highlands","Gila/Tonto Polychrome","Roosevelt Red Ware"
"Central Arizona Highlands","Pinto Black-on-red","Roosevelt Red Ware"
"Central Arizona Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Central Arizona Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Central Arizona Highlands","Salado Red","Salado Series"
"Central Arizona Highlands","Salado White-on-red","Salado Series"
"Central Arizona Highlands","Snowflake Black-on-white","Cibola White Ware"
"Central Arizona Highlands","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Central Arizona Highlands","Gila Polychrome","Roosevelt Red Ware"
"Central Arizona Highlands","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Central Arizona Highlands","McDonald Corrugated","Mogollon Brown Ware"
"Central Arizona Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Central Arizona Highlands","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Central Arizona Highlands","Salado Red","Salado Series"
"Central Arizona Highlands","Salado White-on-red","Salado Series"
"Central Arizona Highlands","Santa Cruz Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Central Arizona Highlands","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Cedar Creek Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Fourmile Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Gila Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Gila Polychrome","Roosevelt Red Ware"
"Tonto Basin","Holbrook A Black-on-white","Little Colorado White Ware"
"Tonto Basin","Holbrook B Black-on-white","Little Colorado White Ware"
"Tonto Basin","Leupp Black-on-white","Little Colorado White Ware"
"Tonto Basin","Little Colorado White Ware, Undifferentiated","Little Colorado White Ware"
"Tonto Basin","McDonald Corrugated","Mogollon Brown Ware"
"Tonto Basin","Pinedale Black-on-red","Late White Mountain Red Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinedale Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Pinto Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Pinto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Reserve Black-on-white","Cibola White Ware"
"Tonto Basin","Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Salado White-on-red","Salado Series"
"Tonto Basin","San Carlos Red-on-brown","San Carlos Brown Ware"
"Tonto Basin","Showlow Black-on-red","Puerco Valley Red Ware"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","St. Johns Black-on-red","Early White Mountain Red Ware"
"Tonto Basin","St. Johns Polychrome","Early White Mountain Red Ware"
"Tonto Basin","Tanque Verde Red-on-brown","Tucson Basin Brown Ware"
"Tonto Basin","Tucson Polychrome","Maverick Mountain Series"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Casa Grande Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Gila Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Little Colorado White Ware, Undifferentiated","Little Colorado White Ware"
"Tonto Basin","McDonald Corrugated","Mogollon Brown Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinto Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Puerco Black-on-white","Cibola White Ware"
"Tonto Basin","Salado White-on-red","Salado Series"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","St. Johns Black-on-red","Early White Mountain Red Ware"
"Tonto Basin","St. Johns Polychrome","Early White Mountain Red Ware"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Gila Polychrome","Roosevelt Red Ware"
"Tonto Basin","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","McDonald Corrugated","Mogollon Brown Ware"
"Tonto Basin","Pinedale Black-on-red","Late White Mountain Red Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinto Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Pinto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Salado White-on-red","Salado Series"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","Tonto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","McDonald Corrugated","Mogollon Brown Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Salado White-on-red","Salado Series"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Cedar Creek Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Fourmile Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Gila Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Gila Polychrome","Roosevelt Red Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Maverick Mountain Polychrome","Maverick Mountain Series"
"Tonto Basin","McDonald Corrugated","Mogollon Brown Ware"
"Tonto Basin","Pinedale Black-on-red","Late White Mountain Red Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinedale Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Pinto Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Pinto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Salado White-on-red","Salado Series"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","St. Johns Black-on-red","Early White Mountain Red Ware"
"Tonto Basin","St. Johns Polychrome","Early White Mountain Red Ware"
"Tonto Basin","Tanque Verde Red-on-brown","Tucson Basin Brown Ware"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Wingate Black-on-red","Early White Mountain Red Ware"
"Tonto Basin","Wingate Polychrome","Early White Mountain Red Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Fourmile Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","McDonald Corrugated","Mogollon Brown Ware"
"Tonto Basin","Padre Black-on-white","Little Colorado White Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinto Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Pinto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Puerco Black-on-white","Cibola White Ware"
"Tonto Basin","Reserve Black-on-white","Cibola White Ware"
"Tonto Basin","Salado White-on-red","Salado Series"
"Tonto Basin","Showlow Black-on-red","Puerco Valley Red Ware"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","St. Johns Polychrome","Early White Mountain Red Ware"
"Tonto Basin","Tanque Verde Red-on-brown","Tucson Basin Brown Ware"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Walnut Black-on-white","Little Colorado White Ware"
"Tonto Basin","Casa Grande Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Cedar Creek Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Gila Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Gila/Tonto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Gila Polychrome","Roosevelt Red Ware"
"Tonto Basin","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Little Colorado White Ware, Undifferentiated","Little Colorado White Ware"
"Tonto Basin","Maverick Mountain Polychrome","Maverick Mountain Series"
"Tonto Basin","Pinedale Black-on-red","Late White Mountain Red Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinedale Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Pinto Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Pinto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Puerco Black-on-white","Cibola White Ware"
"Tonto Basin","Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","St. Johns Polychrome","Early White Mountain Red Ware"
"Tonto Basin","Tanque Verde Red-on-brown","Tucson Basin Brown Ware"
"Tonto Basin","Tonto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Walnut Black-on-white","Little Colorado White Ware"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Gila Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Gila Polychrome","Roosevelt Red Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinto Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Pinto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Reserve Black-on-white","Cibola White Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","St. Johns Black-on-red","Early White Mountain Red Ware"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Walnut Black-on-white","Little Colorado White Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Casa Grande Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Gila Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Gila Polychrome","Roosevelt Red Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Little Colorado White Ware, Undifferentiated","Little Colorado White Ware"
"Tonto Basin","McDonald Corrugated","Mogollon Brown Ware"
"Tonto Basin","Padre Black-on-white","Little Colorado White Ware"
"Tonto Basin","Pinedale Black-on-red","Late White Mountain Red Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinedale Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Pinto Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Pinto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Salado White-on-red","Salado Series"
"Tonto Basin","Santa Cruz Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Showlow Black-on-red","Puerco Valley Red Ware"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","St. Johns Black-on-red","Early White Mountain Red Ware"
"Tonto Basin","St. Johns Polychrome","Early White Mountain Red Ware"
"Tonto Basin","Tanque Verde Red-on-brown","Tucson Basin Brown Ware"
"Tonto Basin","Tonto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Walnut Black-on-white","Little Colorado White Ware"
"Tonto Basin","Wingate Polychrome","Early White Mountain Red Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinedale Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Pinto Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Pinto Polychrome","Roosevelt Red Ware"
"Tonto Basin","St. Johns Polychrome","Early White Mountain Red Ware"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Casa Grande Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Cedar Creek Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Fourmile Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Gila Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Gila/Tonto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Gila Polychrome","Roosevelt Red Ware"
"Tonto Basin","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Little Colorado White Ware, Undifferentiated","Little Colorado White Ware"
"Tonto Basin","McDonald Corrugated","Mogollon Brown Ware"
"Tonto Basin","Pinedale Black-on-red","Late White Mountain Red Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinedale Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Pinto Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Pinto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Reserve Black-on-white","Cibola White Ware"
"Tonto Basin","Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Salado White-on-red","Salado Series"
"Tonto Basin","San Carlos Red-on-brown","San Carlos Brown Ware"
"Tonto Basin","Santa Cruz Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Showlow Black-on-red","Puerco Valley Red Ware"
"Tonto Basin","Showlow Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","St. Johns Black-on-red","Early White Mountain Red Ware"
"Tonto Basin","St. Johns Polychrome","Early White Mountain Red Ware"
"Tonto Basin","Tanque Verde Red-on-brown","Tucson Basin Brown Ware"
"Tonto Basin","Tonto Polychrome","Roosevelt Red Ware"
"Tonto Basin","Tucson Polychrome","Maverick Mountain Series"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Walnut Black-on-white","Little Colorado White Ware"
"Tonto Basin","Wingate Black-on-red","Early White Mountain Red Ware"
"Tonto Basin","Wingate Polychrome","Early White Mountain Red Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Salado Red","Salado Series"
"Tonto Basin","Casa Grande Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Cibola White Ware, Undifferentiated","Cibola White Ware"
"Tonto Basin","Gila Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Gila Polychrome","Roosevelt Red Ware"
"Tonto Basin","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Tonto Basin","Gila Butte/Santa Cruz/Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Leupp Black-on-white","Little Colorado White Ware"
"Tonto Basin","Little Colorado White Ware, Undifferentiated","Little Colorado White Ware"
"Tonto Basin","McDonald Corrugated","Mogollon Brown Ware"
"Tonto Basin","Pinedale Black-on-red","Late White Mountain Red Ware"
"Tonto Basin","Pinedale Black-on-white","Cibola White Ware"
"Tonto Basin","Pinedale Polychrome","Late White Mountain Red Ware"
"Tonto Basin","Pinto Black-on-red","Roosevelt Red Ware"
"Tonto Basin","Sacaton Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Salado White-on-red","Salado Series"
"Tonto Basin","San Carlos Red-on-brown","San Carlos Brown Ware"
"Tonto Basin","Santa Cruz Red-on-buff","Middle Gila Buff Ware and Gray Ware"
"Tonto Basin","Snowflake Black-on-white","Cibola White Ware"
"Tonto Basin","St. Johns Black-on-red","Early White Mountain Red Ware"
"Tonto Basin","St. Johns Polychrome","Early White Mountain Red Ware"
"Tonto Basin","Tanque Verde Red-on-brown","Tucson Basin Brown Ware"
"Tonto Basin","Tularosa Black-on-white","Cibola White Ware"
"Tonto Basin","Tusayan Polychrome","Tsegi Orange Ware"
"Tonto Basin","Walnut Black-on-white","Little Colorado White Ware"
"Tonto Basin","Wingate Black-on-red","Early White Mountain Red Ware"
"Tonto Basin","Wingate Polychrome","Early White Mountain Red Ware"
"Upper Little Colorado","Alma Series type","Mogollon Brown Ware"
"Upper Little Colorado","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Upper Little Colorado","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Upper Little Colorado","Fourmile Polychrome","Late White Mountain Red Ware"
"Upper Little Colorado","Lino Gray Fugitive Red [Cibola Series]","Cibola Gray Ware"
"Upper Little Colorado","Heshotauthla Polychrome","Zuni Glaze Ware"
"Upper Little Colorado","Springerville Polychrome","Early White Mountain Red Ware"
"Upper Little Colorado","St. Johns Polychrome","Early White Mountain Red Ware"
"Upper Little Colorado","Tularosa Black-on-white","Cibola White Ware"
"Upper Little Colorado","Wingate Black-on-red","Early White Mountain Red Ware"
"Upper Little Colorado","Zuni Glaze, Undifferentiated","Zuni Glaze Ware"
"Upper Little Colorado","Zuni Glaze, Undifferentiated","Zuni Glaze Ware"
"Upper Little Colorado","Zuni Glaze, Undifferentiated","Zuni Glaze Ware"
"Upper Little Colorado","Alma Series type","Mogollon Brown Ware"
"Upper Little Colorado","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Upper Little Colorado","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Upper Little Colorado","Lino Gray Fugitive Red [Cibola Series]","Cibola Gray Ware"
"Upper Little Colorado","Reserve Black-on-white","Cibola White Ware"
"Upper Little Colorado","St. Johns Polychrome","Early White Mountain Red Ware"
"Upper Little Colorado","Tularosa Black-on-white","Cibola White Ware"
"Upper Little Colorado","Wingate Black-on-red","Early White Mountain Red Ware"
"Upper Little Colorado","Alma Series type","Mogollon Brown Ware"
"Upper Little Colorado","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Upper Little Colorado","Plain Gray Ware, Undifferentiated","Plain Gray Ware"
"Upper Little Colorado","Puerco Black-on-white","Cibola White Ware"
"Upper Little Colorado","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Upper Little Colorado","Springerville Polychrome","Early White Mountain Red Ware"
"Upper Little Colorado","St. Johns Polychrome","Early White Mountain Red Ware"
"Upper Little Colorado","Tularosa Black-on-white","Cibola White Ware"
"Upper Little Colorado","Tularosa White-on-red","Mogollon Brown Ware"
"Upper Little Colorado","Wingate Black-on-red","Early White Mountain Red Ware"
"Upper Little Colorado","Zuni Glaze, Undifferentiated","Zuni Glaze Ware"
"Upper Little Colorado","Zuni Glaze, Undifferentiated","Zuni Glaze Ware"
"Upper Little Colorado","Alma Series type","Mogollon Brown Ware"
"Upper Little Colorado","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Upper Little Colorado","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Upper Little Colorado","Escavada Black-on-white","Cibola White Ware"
"Upper Little Colorado","Plain Gray Ware, Undifferentiated","Plain Gray Ware"
